Size 5075 
 1.2496912e+08 1.2375583e+08-8.6086305e-04-8.6086305e-04 2.9158582e+08
 1.2498152e+08 1.2410063e+08-8.6029661e-04-8.6029661e-04 2.9174320e+08
 1.2506034e+08 1.2388771e+08-8.6026958e-04-8.6026958e-04 2.9181282e+08
 1.2501232e+08 1.2493731e+08-8.6003764e-04-8.6003764e-04 2.9214110e+08
 1.2504886e+08 1.2502032e+08-8.6001198e-04-8.6001198e-04 2.9220453e+08
 1.2506884e+08 1.2444248e+08-1.7184393e-03-1.7184393e-03 2.9207905e+08
 1.2511254e+08 1.2435040e+08-8.5851225e-04-8.5851225e-04 2.9210989e+08
 1.2495850e+08 1.2390576e+08-8.5825200e-04-8.5825200e-04 2.9161224e+08
 1.2481926e+08 1.2433456e+08-1.7149097e-03-1.7149097e-03 2.9156843e+08
 1.2474294e+08 1.2439364e+08-8.5673757e-04-8.5673757e-04 2.9145252e+08
 1.2475892e+08 1.2456040e+08-8.5649037e-04-8.5649037e-04 2.9154657e+08
 1.2629904e+08 1.2440950e+08-1.7107492e-03-1.7107492e-03 2.9208161e+08
 1.2507825e+08 1.2504115e+08-1.7108850e-03-1.7108850e-03 2.9192243e+08
 1.2476846e+08 1.2476323e+08-1.7121514e-03-1.7121514e-03 2.9166951e+08
 1.2532194e+08 1.2533680e+08-8.5663384e-04-8.5663384e-04 2.9196037e+08
 1.2497373e+08 1.2492437e+08-1.7134236e-03-1.7134236e-03 2.9166629e+08
 1.2492117e+08 1.2485426e+08-0.0000000e+00-0.0000000e+00 2.9154148e+08
 1.2341443e+08 1.2417861e+08-0.0000000e+00-0.0000000e+00 2.9071807e+08
 1.2467411e+08 1.2359505e+08-1.7352210e-03-1.7352210e-03 2.8911905e+08
 1.2360181e+08 1.2333276e+08-1.7382835e-03-1.7382835e-03 2.8902036e+08
 1.2399262e+08 1.2460991e+08-0.0000000e+00-0.0000000e+00 2.8982211e+08
 1.2407001e+08 1.2484510e+08-1.7401234e-03-1.7401234e-03 2.9042989e+08
 1.2498303e+08 1.2483419e+08-0.0000000e+00-0.0000000e+00 2.9105406e+08
 1.2495124e+08 1.2518479e+08-1.7387903e-03-1.7387903e-03 2.9150095e+08
 1.2455862e+08 1.2476958e+08-0.0000000e+00-0.0000000e+00 2.9147217e+08
 1.2477480e+08 1.2411700e+08-1.7444485e-03-1.7444485e-03 2.9154499e+08
 1.2477046e+08 1.2383481e+08-1.7403656e-03-1.7403656e-03 2.9150622e+08
 1.2600769e+08 1.2472678e+08-1.7362130e-03-1.7362130e-03 2.9222057e+08
 1.2737530e+08 1.2581429e+08-0.0000000e+00-0.0000000e+00 2.9477566e+08
 1.2710926e+08 1.2574953e+08-8.6940439e-04-8.6940439e-04 2.9491183e+08
 1.2641278e+08 1.2703557e+08-1.7421622e-03-1.7421622e-03 2.9589774e+08
 1.2656595e+08 1.2700686e+08-8.7295391e-04-8.7295391e-04 2.9623266e+08
 1.2681071e+08 1.2632920e+08-8.7420588e-04-8.7420588e-04 2.9639428e+08
 1.2696640e+08 1.2769052e+08-8.7551747e-04-8.7551747e-04 2.9713701e+08
 1.2505922e+08 1.2520617e+08-8.7656405e-04-8.7656405e-04 2.9269842e+08
 1.2392144e+08 1.2463155e+08-8.7687288e-04-8.7687288e-04 2.8986869e+08
 1.2343619e+08 1.2382905e+08-8.7669205e-04-8.7669205e-04 2.8818874e+08
 1.2399706e+08 1.2366230e+08-8.7583889e-04-8.7583889e-04 2.8858701e+08
 1.2346784e+08 1.2336622e+08-8.7678888e-04-8.7678888e-04 2.8884528e+08
 1.2468438e+08 1.2390155e+08-8.7583931e-04-8.7583931e-04 2.8965815e+08
 1.2328206e+08 1.2251088e+08-8.7692087e-04-8.7692087e-04 2.8798946e+08
 1.2369694e+08 1.2283558e+08-8.7919985e-04-8.7919985e-04 2.8809024e+08
 1.2243368e+08 1.2152904e+08-8.7918697e-04-8.7918697e-04 2.8573932e+08
 1.2238214e+08 1.2220504e+08-8.8094054e-04-8.8094054e-04 2.8584047e+08
 1.2090459e+08 1.1987955e+08-8.8081750e-04-8.8081750e-04 2.8221378e+08
 1.2083871e+08 1.2074114e+08-8.8222673e-04-8.8222673e-04 2.8233853e+08
 1.2141160e+08 1.2142764e+08-0.0000000e+00-0.0000000e+00 2.8273086e+08
 1.2236556e+08 1.2039777e+08-0.0000000e+00-0.0000000e+00 2.8278498e+08
 1.2109730e+08 1.2013733e+08-8.8140563e-04-8.8140563e-04 2.8257201e+08
 1.2115305e+08 1.2031795e+08-8.8128281e-04-8.8128281e-04 2.8284820e+08
 1.2161277e+08 1.2089567e+08-8.8483876e-04-8.8483876e-04 2.8318405e+08
 1.2123913e+08 1.2123783e+08-0.0000000e+00-0.0000000e+00 2.8318679e+08
 1.2116824e+08 1.2179493e+08-8.8826074e-04-8.8826074e-04 2.8335617e+08
 1.2135767e+08 1.2135880e+08-8.8869711e-04-8.8869711e-04 2.8329662e+08
 1.2149726e+08 1.2150477e+08-8.8890969e-04-8.8890969e-04 2.8339596e+08
 1.2164387e+08 1.2165243e+08-1.7783083e-03-1.7783083e-03 2.8349684e+08
 1.2229625e+08 1.2086959e+08-8.8910021e-04-8.8910021e-04 2.8350172e+08
 1.2147935e+08 1.2176444e+08-8.9099891e-04-8.9099891e-04 2.8354572e+08
 1.2225277e+08 1.2068202e+08-8.9250988e-04-8.9250988e-04 2.8329514e+08
 1.2174341e+08 1.2022776e+08-8.9193776e-04-8.9193776e-04 2.8199170e+08
 1.2066157e+08 1.2031449e+08-8.9456507e-04-8.9456507e-04 2.8155009e+08
 1.2084448e+08 1.2085387e+08-8.9492025e-04-8.9492025e-04 2.8178409e+08
 1.2039747e+08 1.2033521e+08-8.9545879e-04-8.9545879e-04 2.8151554e+08
 1.2058191e+08 1.2024741e+08-8.9653488e-04-8.9653488e-04 2.8156983e+08
 1.2083451e+08 1.1993673e+08-8.9650435e-04-8.9650435e-04 2.8195339e+08
 1.2157674e+08 1.2033096e+08-8.9832939e-04-8.9832939e-04 2.8231924e+08
 1.2218014e+08 1.2037296e+08-8.9759658e-04-8.9759658e-04 2.8256611e+08
 1.2092885e+08 1.2008953e+08-8.9742884e-04-8.9742884e-04 2.8230110e+08
 1.2127961e+08 1.2023784e+08-8.9743835e-04-8.9743835e-04 2.8284477e+08
 1.2123403e+08 1.2050693e+08-8.9780156e-04-8.9780156e-04 2.8311109e+08
 1.2123352e+08 1.2120781e+08-8.9862115e-04-8.9862115e-04 2.8333564e+08
 1.2137251e+08 1.2057225e+08-8.9869801e-04-8.9869801e-04 2.8338868e+08
 1.2152252e+08 1.2197986e+08-0.0000000e+00-0.0000000e+00 2.8387509e+08
 1.2145405e+08 1.2066003e+08-9.0200182e-04-9.0200182e-04 2.8357157e+08
 1.2147866e+08 1.2178608e+08-9.0644244e-04-9.0644244e-04 2.8393942e+08
 1.2154280e+08 1.2065834e+08-9.0641510e-04-9.0641510e-04 2.8371585e+08
 1.2173687e+08 1.2185793e+08-9.0902962e-04-9.0902962e-04 2.8415561e+08
 1.2178473e+08 1.2186025e+08-9.1112310e-04-9.1112310e-04 2.8418880e+08
 1.2139405e+08 1.2067486e+08-9.0886815e-04-9.0886815e-04 2.8376084e+08
 1.2028958e+08 1.2023694e+08-9.1586299e-04-9.1586299e-04 2.8301824e+08
 1.2122327e+08 1.2033965e+08-9.1491733e-04-9.1491733e-04 2.8298629e+08
 1.2100037e+08 1.2139270e+08-9.2035770e-04-9.2035770e-04 2.8306024e+08
 1.2147181e+08 1.2040567e+08-9.2033866e-04-9.2033866e-04 2.8328851e+08
 1.2154261e+08 1.2147469e+08-9.2035532e-04-9.2035532e-04 2.8364249e+08
 1.2127816e+08 1.2127592e+08-9.2036310e-04-9.2036310e-04 2.8351557e+08
 1.2156129e+08 1.2155457e+08-9.2036449e-04-9.2036449e-04 2.8369653e+08
 1.2185129e+08 1.2185528e+08-9.2036842e-04-9.2036842e-04 2.8388599e+08
 1.2249894e+08 1.2112675e+08-9.1891552e-04-9.1891552e-04 2.8393898e+08
 1.2147550e+08 1.2056825e+08-9.1833984e-04-9.1833984e-04 2.8354602e+08
 1.2187796e+08 1.2193069e+08-9.1921813e-04-9.1921813e-04 2.8409188e+08
 1.2310570e+08 1.2150003e+08-9.1907332e-04-9.1907332e-04 2.8476728e+08
 1.2170310e+08 1.2080977e+08-9.1704882e-04-9.1704882e-04 2.8419331e+08
 1.2195818e+08 1.2192334e+08-9.1710243e-04-9.1710243e-04 2.8461940e+08
 1.2174112e+08 1.2174488e+08-9.1736687e-04-9.1736687e-04 2.8451607e+08
 1.2215427e+08 1.2217360e+08-9.1782569e-04-9.1782569e-04 2.8466045e+08
 1.2197949e+08 1.2205864e+08-9.1921549e-04-9.1921549e-04 2.8448114e+08
 1.2204514e+08 1.2204824e+08-9.1946801e-04-9.1946801e-04 2.8442536e+08
 1.2177315e+08 1.2171190e+08-9.1951500e-04-9.1951500e-04 2.8418460e+08
 1.2151491e+08 1.2055726e+08-9.1819633e-04-9.1819633e-04 2.8361387e+08
 1.2166399e+08 1.2164569e+08-9.1822484e-04-9.1822484e-04 2.8393538e+08
 1.2125152e+08 1.2158361e+08-9.2500945e-04-9.2500945e-04 2.8382471e+08
 1.2088131e+08 1.2132497e+08-9.3353051e-04-9.3353051e-04 2.8367164e+08
 1.2154039e+08 1.2153696e+08-9.3408549e-04-9.3408549e-04 2.8394630e+08
 1.2154590e+08 1.2201916e+08-9.3625779e-04-9.3625779e-04 2.8399763e+08
